============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Cu (29)   Ion Mass= 062.9300
Energy  = 2500000.E-02 keV
0000107   3.7617E+04  1.3192E+03  6.2823E+03
0000108   3.7449E+04 -4.8775E+03 -2.6310E+03
0000109   3.4996E+04 -7.7179E+02  3.3532E+03
0000110   4.0892E+04  6.7682E+03  1.0966E+03
0000111   3.9725E+04 -8.2671E+03 -4.2350E+03
0000112   3.5160E+04  9.8035E+03 -7.3390E+03
0000113   3.9063E+04  7.4572E+03  2.2061E+03
0000114   3.5104E+04  5.6604E+03  2.7838E+02
0000115   3.4571E+04  8.2632E+03  2.9986E+02
0000116   2.0292E+04  4.9454E+02 -5.3053E+02
0000117   3.8053E+04 -3.9452E+03  9.8395E+03
0000118   3.6187E+04  9.7409E+02 -2.6804E+02
0000119   3.4896E+04  3.5639E+03 -6.9726E+03
0000120   3.8463E+04  1.3243E+02 -5.2502E+03
0000121   3.8215E+04 -2.4358E+03  9.5942E+03
0000122   3.9882E+04 -4.0534E+03  7.6530E+03
0000123   4.2580E+04  8.6602E+02 -3.3726E+03
0000124   3.9369E+04  1.5720E+03 -1.3256E+03
0000125   3.6400E+04  7.4663E+03  9.0550E+03
0000126   4.1481E+04  2.3370E+03  8.7515E+03
0000127   3.4515E+04  5.5113E+02  5.5812E+03
0000128   4.0217E+04  1.5033E+03 -1.9071E+03
0000129   3.7355E+04  9.0502E+03  5.2103E+02
0000130   3.6474E+04 -1.1820E+02  1.3510E+03
0000131   3.7780E+04 -5.8906E+03  5.1973E+03
0000132   3.1222E+04 -7.8782E+03 -2.3343E+03
0000133   3.8113E+04  2.7400E+03  2.5069E+03
0000134   3.7195E+04 -5.7882E+03 -3.5057E+03
0000135   3.4793E+04 -2.7878E+03 -7.9371E+03
0000136   4.0252E+04  2.9752E+03  4.7652E+03
0000137   2.8681E+04 -5.1019E+03 -7.6645E+02
0000138   3.5073E+04  5.1484E+03 -5.6999E+03
0000139   3.3206E+04  2.0146E+03 -1.2883E+03
0000140   3.9320E+04 -4.5642E+03  2.5599E+03
0000141   3.7857E+04  2.4266E+03  7.7113E+02
0000142   4.2048E+04  1.4320E+03 -6.4706E+03
0000143   4.1925E+04 -4.4952E+03  3.3341E+03
0000144   3.8490E+04  3.8208E+03 -8.1950E+03
0000145   4.1833E+04  3.6640E+03  3.7962E+03
0000146   3.6423E+04 -1.2182E+03 -3.9749E+03
0000147   3.5618E+04 -5.2999E+02  3.1601E+03
0000148   3.7771E+04 -2.9742E+02  1.1768E+04
0000149   3.7669E+04 -1.2783E+03  3.9197E+03
0000150   4.0584E+04 -4.2276E+03  5.6277E+03
0000151   4.0917E+04 -5.9332E+02  4.3647E+03
0000152   3.7494E+04  2.4463E+03 -7.6950E+03
0000153   4.1976E+04 -1.2007E+03  2.9007E+03
0000154   3.7130E+04 -2.3792E+03 -1.7171E+03
0000155   3.9304E+04  8.2441E+02  1.7361E+03
0000156   3.5155E+04 -4.9826E+02 -1.3864E+03
0000157   4.0154E+04 -6.2746E+03 -3.7912E+03
0000158   3.9641E+04  9.5513E+02 -3.8636E+03
0000159   4.1195E+04  2.5326E+03  2.3523E+03
0000160   2.1839E+04  2.8580E+03 -2.3674E+03
0000161   2.7564E+04 -2.5239E+03 -1.5296E+03
0000162   4.0062E+04  2.6679E+02 -9.8881E+02
0000163   1.9317E+04 -3.6296E+03  2.5454E+04
0000164   3.2901E+04  3.1027E+03 -2.7846E+03
0000165   3.4922E+04  8.0036E+02 -4.4671E+03
0000166   3.7200E+04 -1.1725E+04 -5.9072E+03
0000167   3.7466E+04 -9.6819E+03 -4.0961E+03
0000168   3.7106E+04  5.0179E+03  1.2591E+04
0000169   3.6999E+04  3.0849E+03  1.0548E+04
0000170   4.2168E+04  2.8398E+03  3.3335E+03
0000171   3.4932E+04 -8.9344E+02  4.7724E+03
0000172   4.0314E+04 -9.7379E+01  1.8313E+03
0000173   3.3192E+04 -3.7559E+03  2.4975E+02
0000174   3.6054E+04  1.7224E+03 -5.0477E+03
0000175   3.3780E+04  3.1359E+03 -2.6006E+03
0000176   3.5316E+04 -4.8601E+03 -2.5328E+03
0000177   4.1146E+04 -3.1404E+03  5.8663E+03
0000178   3.9807E+04  5.6352E+03  5.5625E+03
0000179   4.2214E+04  4.3122E+03  1.1219E+03
0000180   3.4659E+04 -4.5393E+03 -1.5406E+02
0000181   3.9773E+04  8.8628E+02  1.6136E+03
0000182   3.1423E+04 -3.4423E+03 -1.2682E+04
0000183   3.9262E+04 -1.0377E+03 -7.7734E+03
0000184   3.0958E+04  2.8059E+03 -7.6872E+03
0000185   4.0826E+04  2.9934E+03  4.6215E+03
0000186   3.9142E+04  6.5698E+03  3.8750E+03
0000187   3.8320E+04  7.4591E+01 -2.8167E+03
0000188   3.5283E+04 -3.6026E+03  9.7364E+02
0000189   3.3461E+04 -4.7430E+03  2.7026E+03
0000190   1.0534E+04 -1.0085E+04 -4.0947E+03
0000191   3.8363E+04  4.7950E+03 -9.1957E+02
0000192   3.3929E+04 -4.1899E+03  4.3888E+03
0000193   3.6126E+04 -8.2660E+03  3.4483E+03
0000194   3.6078E+04  4.9493E+03  2.0919E+02
0000195   3.7313E+04 -5.3855E+03 -4.0143E+03
0000196   3.4575E+04 -1.1115E+03 -4.6708E+03
0000197   3.7396E+04  2.1265E+02 -4.7632E+03
0000198   3.4086E+04 -8.0602E+03 -8.9997E+03
0000199   3.5885E+04 -2.7636E+03 -7.1141E+03
0000200   3.4801E+04  6.1750E+03  3.9289E+03
0000201   4.1792E+04 -1.4342E+03  4.8747E+02
0000202   3.8596E+04 -4.6832E+03 -3.9503E+03
0000203   2.4304E+04 -8.6696E+02  5.8588E+02
0000204   3.9918E+04  3.9659E+03 -7.4173E+03
0000205   3.4492E+04  1.4727E+03 -8.8132E+03
0000206   3.9314E+04  3.7374E+03  1.6459E+03
0000207   3.8950E+04  2.5045E+03  5.7056E+03
0000208   3.7508E+04  6.6828E+03 -2.2448E+03
0000209   4.1300E+04  1.6180E+03 -2.3596E+03
0000210   3.7964E+04 -2.2453E+03  4.2245E+02
0000211   3.7581E+04  1.0721E+04  7.1512E+03
0000212   3.9699E+04  3.8647E+03 -1.4586E+04
0000213   3.8363E+04  1.7579E+03 -4.5591E+02
0000214   3.5348E+04 -2.7204E+03 -1.3615E+02
0000215   3.0151E+04  1.7562E+03 -7.7617E+03
0000216   3.6123E+04 -2.3109E+03  3.9429E+03
0000217   4.0021E+04  1.8270E+03 -1.8367E+03
0000218   3.7027E+04  7.8293E+02  1.2095E+03
0000219   2.8177E+04  2.6171E+01  3.3270E+03
0000220   3.9441E+04 -2.1243E+03  4.1567E+03
0000221   3.6537E+04  9.3090E+02 -1.4634E+03
0000222   4.0469E+04  5.4007E+03  3.1421E+03
0000223   3.6159E+04 -1.1743E+04 -3.1843E+03
0000224   3.1750E+04 -5.8356E+03 -5.0881E+03
0000225   4.2332E+04  2.7137E+03 -7.1613E+02
0000226   3.8822E+04 -5.4097E+03  1.0653E+03
0000227   3.7725E+04  2.7354E+03  8.3791E+02
0000228   3.5943E+04  7.5705E+03 -8.0147E+03
0000229   3.9203E+04  1.4847E+03  7.6478E+02
0000230   3.4694E+04 -1.8689E+03  1.6629E+03
0000231   4.1541E+04 -3.3858E+03  3.0769E+03
0000232   3.6320E+04  1.5370E+03 -4.7090E+02
0000233   3.6773E+04  1.1972E+02  3.4462E+03
0000234   3.9536E+04 -9.1843E+03  1.2952E+03
0000235   3.6203E+04  3.5218E+03  7.2436E+02
0000236   4.0988E+04  6.4368E+03  5.0397E+03
0000237   3.5481E+04 -6.3989E+03  1.5304E+03
0000238   3.5655E+04  5.3140E+03  2.4700E+03
0000239   4.0185E+04  1.9224E+03 -1.8042E+03
0000240   3.7803E+04 -8.3409E+03 -4.7946E+02
0000241   3.7618E+04 -5.9155E+03  6.6815E+03
0000242   3.4609E+04 -5.1272E+03  1.6186E+03
0000243   2.7449E+04 -6.9236E+02 -1.5190E+03
0000244   3.8796E+04 -2.9551E+03 -4.9827E+03
0000245   3.6476E+04  5.2520E+03  2.2948E+03
0000246   3.4632E+04  1.6526E+04  7.8158E+03
0000247   3.1022E+04 -6.5879E+03  2.2080E+03
0000248   3.6682E+04 -2.9134E+03  4.1663E+03
0000249   3.6588E+04 -4.0371E+03  6.1500E+03
0000250   4.1076E+04 -2.7777E+03 -4.3328E+02
0000251   3.4686E+04 -1.2453E+03  6.3984E+03
0000252   3.7756E+04  6.6568E+03 -2.4308E+03
0000253   2.5154E+04 -2.3418E+03  2.8241E+03
0000254   3.8280E+04  2.5289E+03  7.8816E+03
0000255   3.5851E+04 -6.7461E+03  2.5601E+02
0000256   3.6026E+04 -6.9785E+03 -2.3291E+02
0000257   4.0925E+04 -5.6489E+02  2.4252E+03
0000258   3.5907E+04  2.0241E+03  1.4403E+03
0000259   4.0095E+04  6.2330E+02  4.2064E+03
0000260   3.8175E+04  1.6474E+03  3.2401E+03
0000261   3.6843E+04  6.4166E+02  5.5477E+03
0000262   3.4151E+04 -4.7328E+03 -5.7740E+03
0000263   4.1465E+04  7.1029E+03 -2.4071E+03
0000264   3.5808E+04 -7.0566E+02 -2.3501E+03
0000265   3.9630E+04  4.6434E+03 -1.4541E+03
0000266   4.0735E+04  7.6371E+02  4.8920E+02
0000267   3.4051E+04  5.8993E+03 -1.8932E+03
0000268   4.0115E+04 -2.7598E+03  2.0583E+03
0000269   3.6731E+04  6.6218E+02 -7.1476E+03
0000270   4.2459E+04 -3.6318E+03  8.1025E+02
0000271   3.5625E+04 -6.2915E+02 -1.5599E+03
0000272   3.2170E+04  5.1310E+03  5.7115E+03
0000273   3.6142E+04  7.1735E+03 -3.8006E+03
0000274   2.9038E+04  6.1169E+03 -1.0152E+04
0000275   3.8609E+04 -7.6388E+03 -4.8207E+03
0000276   3.7922E+04 -1.4210E+03 -3.5013E+03
0000277   3.9905E+04  2.0635E+03 -1.9648E+03
0000278   3.9620E+04  4.9499E+03 -8.1424E+02
0000279   3.3420E+04 -2.3270E+03 -5.3496E+03
0000280   3.8018E+04 -4.4582E+03  2.3653E+03
0000281   3.7584E+04 -5.9849E+03  4.8354E+03
0000282   3.5332E+04  1.7541E+03  2.3708E+03
0000283   4.2540E+04 -3.3425E+03  7.1284E+03
0000284   4.0666E+04 -1.8975E+02  2.8315E+03
0000285   3.9822E+04 -3.8121E+03 -5.5647E+03
0000286   3.7094E+04  2.5131E+03  1.1448E+04
0000287   3.8728E+04  4.2741E+03  4.9400E+02
0000288   3.7860E+04  5.6503E+03 -7.3563E+02
0000289   3.7032E+04  1.4417E+03  1.1165E+03
0000290   3.4051E+04  8.6689E+03  2.8882E+02
0000291   4.0289E+04 -2.4314E+03 -5.1064E+03
0000292   3.3580E+04  6.9476E+03  9.4382E+02
0000293   3.9183E+04 -3.2245E+03 -1.7669E+03
0000294   3.6026E+04 -7.3841E+03 -1.0499E+04
0000295   3.7314E+04 -1.0670E+03  2.9850E+03
0000296   4.0693E+04 -8.6750E+03  5.2558E+03
0000297   3.4918E+04 -3.5524E+03 -6.4660E+03
0000298   3.9514E+04  3.7411E+03  7.5414E+03
0000299   3.7681E+04  5.2277E+03 -2.3855E+03
0000300   3.8598E+04 -4.6139E+03 -3.8902E+03
0000301   4.1050E+04 -1.4376E+03 -2.9522E+03
0000302   4.1066E+04  2.8951E+03  1.9144E+03
0000303   4.0627E+04  3.3476E+03 -3.1335E+03
0000304   3.8203E+04 -5.9273E+03  2.1125E+03
0000305   4.0347E+04  7.3091E+03 -5.6352E+02
0000306   3.7463E+04 -6.9100E+02  4.7751E+03
0000307   3.8120E+04  2.0321E+03 -9.2972E+03
0000308   3.5418E+04 -7.5285E+03 -6.4430E+03
0000309   4.0783E+04  6.3372E+03 -3.5827E+03
0000310   3.4585E+04  1.5826E+03  6.6085E+03
0000311   3.5917E+04  3.8825E+03 -1.8121E+03
0000312   3.6320E+04 -2.0360E+03 -9.6780E+02
0000313   2.1378E+04  1.9850E+03 -6.0354E+03
0000314   3.6955E+04 -1.1365E+03  1.1710E+03
0000315   4.0568E+04 -3.4670E+03  6.0739E+03
0000316   3.6177E+04 -3.6556E+03 -6.5419E+01
0000317   3.5605E+04  2.1478E+03  9.7969E+03
0000318   3.5518E+04 -8.0485E+03 -2.4646E+03
0000319   3.6808E+04 -1.7750E+03  1.9118E+03
0000320   3.7126E+04  1.0387E+03 -6.7459E+03
0000321   3.7248E+04 -4.8877E+03 -9.4272E+03
0000322   3.5346E+04 -8.9991E+03 -2.7226E+03
0000323   3.3218E+04  8.6905E+02  1.6055E+03
0000324   4.1286E+04  5.0826E+03  2.7678E+03
0000325   2.9604E+04 -1.3159E+04 -3.7371E+02
0000326   3.6378E+04  3.7861E+03 -3.9413E+03
0000327   3.8229E+04  4.5350E+03  9.2059E+03
0000328   4.1087E+04  3.8581E+03 -1.7865E+03
0000329   3.4737E+04 -4.9763E+03 -2.4324E+03
0000330   3.9222E+04  9.2700E+02 -2.6140E+03
0000331   3.1032E+04 -3.0215E+03 -6.4203E+02
0000332   4.0677E+04 -3.7375E+03 -2.0417E+03
0000333   3.7887E+04 -1.0138E+03  5.7506E+03
0000334   3.3989E+04  5.3553E+03 -5.8634E+03
0000335   3.5479E+04  6.0821E+01 -5.8066E+02
0000336   3.7292E+04  2.6167E+03  2.3165E+03
0000337   3.5669E+04  2.2827E+03  1.0255E+04
0000338   3.5955E+04  9.6999E+02 -3.0401E+03
0000339   3.6811E+04 -5.4680E+03  1.7418E+03
0000340   3.2856E+04  6.2697E+03  3.8069E+03
0000341   3.9856E+04 -3.6468E+03  4.2703E+03
0000342   3.7897E+04  7.0905E+03 -1.5324E+03
0000343   3.9359E+04  1.0196E+03  8.0932E+02
0000344   3.5646E+04  8.3451E+03  1.0983E+03
0000345   3.7526E+04 -2.9804E+03 -1.5861E+03
0000346   3.8600E+04 -3.2872E+03 -3.8126E+03
0000347   3.4535E+04 -3.1252E+03 -8.3848E+03
0000348   3.2726E+04 -3.4452E+03  1.4187E+03
0000349   3.7946E+04 -3.4095E+03 -3.3329E+03
0000350   3.7084E+04  8.8154E+03  8.6563E+03
0000351   3.5394E+04  7.7934E+02 -5.1845E+03
0000352   3.9754E+04 -1.1049E+04 -5.2973E+03
0000353   3.5074E+04  1.1908E+04 -1.9897E+03
0000354   3.8994E+04 -5.3772E+03 -3.9218E+03
0000355   3.6248E+04 -6.2498E+03 -1.8349E+03
0000356   4.1054E+04  5.1774E+03 -1.0576E+03
0000357   3.3410E+04  1.4192E+03 -2.2240E+03
0000358   3.4959E+04  2.5540E+03  6.4063E+03
0000359   3.4883E+04 -1.0978E+04  3.3139E+02
0000360   4.0831E+04 -1.3976E+03 -2.3550E+03
0000361   4.0775E+04  3.9109E+03  5.8770E+03
0000362   3.7411E+04  4.6189E+03  3.7763E+03
0000363   3.8414E+04  7.2057E+03 -1.6350E+03
0000364   3.3866E+04 -3.4549E+03 -6.0532E+03
0000365   3.9322E+04  3.1670E+03 -1.6814E+03
0000366   3.8343E+04  4.0763E+03 -3.1041E+03
0000367   3.6355E+04  1.3207E+03 -3.1340E+03
0000368   3.9316E+04  2.8318E+03  5.9406E+03
0000369   3.8134E+04 -1.1715E+03 -2.9835E+03
0000370   3.6326E+04  4.6671E+03 -7.8992E+02
0000371   3.9713E+04  2.0147E+03  3.5645E+03
0000372   4.1139E+04  4.7463E+03  2.2676E+03
0000373   3.4844E+04 -1.1387E+03  2.0678E+03
0000374   3.4274E+04 -3.4855E+03 -3.4477E+03
0000375   3.9035E+04 -3.1933E+03 -4.7530E+03
0000376   3.2165E+04  8.3097E+03 -2.5343E+03
0000377   3.2771E+04 -4.0647E+03 -6.9411E+03
0000378   3.9442E+04  4.9707E+03  6.7341E+03
0000379   3.5135E+04  3.1178E+03 -2.5590E+03
0000380   3.1359E+04 -7.7155E+03 -2.9746E+02
0000381   3.6926E+04  2.9562E+03  4.5777E+03
0000382   3.9376E+04 -1.2706E+03 -1.8261E+03
0000383   3.7505E+04  2.4652E+03 -7.0511E+03
0000384   3.2113E+04  1.1161E+04 -7.9596E+03
0000385   3.7805E+04 -8.4744E+03 -4.2164E+03
0000386   3.9292E+04 -1.3119E+02  6.3132E+02
0000387   3.9389E+04  2.6384E+03  7.0862E+03
0000388   3.4428E+04 -4.8655E+02  1.0265E+04
0000389   3.8382E+04  2.7154E+03  3.2247E+02
0000390   3.5344E+04 -5.9823E+03  4.9668E+03
0000391   3.7206E+04 -1.3237E+03 -8.8740E+03
0000392   3.9383E+04  4.4963E+03 -3.0098E+03
0000393   4.0808E+04  7.4315E+03 -4.3863E+03
0000394   3.9138E+04  6.8467E+03  5.8019E+03
0000395   3.8269E+04  1.0097E+03 -7.1933E+03
0000396   3.9665E+04 -5.8033E+03 -4.1981E+03
0000397   4.0149E+04  2.7691E+03  2.6313E+03
0000398   3.8911E+04  6.5585E+03  2.4622E+03
0000399   2.9328E+04 -3.3040E+03 -5.5899E+03
0000400   3.4294E+04  2.5897E+02 -1.1141E+04
0000401   3.8011E+04 -1.2440E+03 -1.4842E+03
0000402   4.0895E+04 -2.0646E+03  5.8728E+03
0000403   3.6623E+04  1.0869E+03 -1.0548E+04
0000404   3.7086E+04  6.3592E+03  3.4841E+03
0000405   4.1135E+04  6.2696E+03  1.1112E+03
0000406   3.8947E+04 -4.2757E+03 -3.8614E+03
0000407   3.4809E+04 -2.4675E+03 -1.1848E+03
0000408   3.6205E+04  4.6219E+03  5.3847E+02
0000409   4.1183E+04 -1.4638E+03  1.7532E+03
0000410   3.9490E+04  1.6506E+02 -2.8341E+03
0000411   3.4894E+04 -7.1912E+03 -2.1652E+03
0000412   3.6640E+04 -1.1674E+03  4.6571E+02
0000413   3.7212E+04  1.4987E+03  4.3763E+03
0000414   3.9801E+04  3.7249E+03 -2.9600E+03
0000415   2.8825E+04  1.4935E+03  2.5145E+02
0000416   3.9576E+04  1.5265E+03 -1.0956E+04
0000417   4.0044E+04 -4.4979E+03  2.8556E+03
0000418   3.2106E+04 -5.0139E+03 -1.0520E+03
0000419   3.3096E+04 -3.5273E+03 -4.3185E+03
0000420   3.6304E+04  6.7375E+03 -5.7705E+02
0000421   3.9484E+04  1.3223E+03 -4.6786E+02
0000422   3.7301E+04 -3.9271E+03 -3.6785E+03
0000423   3.3058E+04  1.2420E+03 -8.0563E+03
0000424   3.6769E+04  1.1704E+03  7.7597E+02
0000425   4.1092E+04 -7.7238E+03 -2.9319E+03
0000426   3.5295E+04  1.1084E+03 -3.3052E+03
0000427   3.4498E+04 -8.7089E+03 -4.6600E+03
0000428   4.1598E+04 -5.7837E+03  3.2780E+03
0000429   3.5975E+04 -8.6779E+02  9.2506E+03
0000430   3.8595E+04  4.6569E+03  4.8823E+03
0000431   3.4249E+04 -2.4867E+03 -7.3211E+03
0000432   3.3597E+04  4.8211E+03  1.1002E+04
0000433   3.5871E+04  6.1444E+03 -1.1260E+04
0000434   4.1185E+04 -2.6250E+03  7.1470E+03
0000435   3.9827E+04  1.8714E+02 -2.9085E+02
0000436   3.8310E+04 -9.8275E+03 -1.9402E+03
0000437   4.0943E+04  7.5340E+02 -5.0262E+03
0000438   3.4194E+04 -3.7350E+03  7.9379E+03
0000439   3.7412E+04 -1.1465E+04  6.3237E+03
0000440   4.0987E+04  5.2222E+03 -4.8191E+03
0000441   3.6766E+04  1.9751E+02  8.7147E+02
0000442   3.9053E+04 -2.7568E+03  3.5468E+03
0000443   3.4270E+04 -1.9387E+03 -1.0089E+02
0000444   4.0451E+04  2.1726E+03  5.9237E+03
0000445   3.6665E+04 -8.3722E+01  1.8445E+03
0000446   4.1409E+04 -5.3858E+03 -2.7967E+03
0000447   3.4114E+04 -1.2690E+03 -3.5553E+03
0000448   3.7452E+04 -6.9729E+03 -5.5666E+02
0000449   3.9293E+04  6.1006E+03 -5.0752E+02
0000450   3.5172E+04 -7.3171E+03 -4.3406E+01
0000451   4.1170E+04  5.7627E+03 -6.6338E+03
0000452   3.9085E+04  2.0864E+03  2.7931E+03
0000453   3.7666E+04  1.2772E+03  1.3499E+03
0000454   3.9367E+04  5.8511E+03 -6.2749E+03
0000455   4.0545E+04 -3.8250E+03  4.3451E+02
0000456   3.8465E+04  2.3925E+03  6.3888E+03
0000457   3.3489E+04  6.7907E+01  9.9391E+03
0000458   3.9883E+04 -4.1155E+03  2.8731E+03
0000459   3.4125E+04  9.1004E+03  5.8243E+02
0000460   3.8292E+04 -6.5180E+03  5.2936E+03
0000461   4.0468E+04  6.4799E+03 -3.5892E+03
0000462   3.7441E+04  7.5415E+03 -3.8875E+03
0000463   3.8169E+04  2.4338E+03  2.0709E+03
0000464   3.9958E+04  4.4083E+03 -1.0802E+03
0000465   3.6096E+04 -5.6827E+03 -6.1900E+03
0000466   3.5903E+04 -3.8714E+03  6.7907E+03
0000467   3.9218E+04 -4.8305E+03  7.1233E+03
0000468   4.1088E+04 -1.5417E+03  5.3051E+03
